82956 82956
12720 10920
91137 91137
134491 89930
78522 68430
303269 287428
24810 24810
3663 3663
4758 4758
739497 739497
345175 340611
438393 415148
79037 79037
215636 171755
253461 252665
1784 1784
4207 4207
10382 10152
70074 48711
229478 227553
5 5
306899 301473
109604 102395
50 50
235919 212059
98324 95585
63424 59231
63 63
168522 137566
40983 40983
178164 166078
973159 920917
96589 93006
126904 122830
86020 85947
246891 227637
1025414 919922
247225 224338
554866 406360
261432 231199
161421 152388
110517 107072
174983 174833
45 45
39011 33890
482570 374415
152108 143446
38 38
2307293 2307293
202404 126122
176897 143098
344170 323232
285550 274059
125632 123731
4 4
85711 81441
35610 35610
147136 147136
58388 57968
116315 112103
88912 87552
86386 86386
644512 598602
161073 140908
490229 479269
868153 809144
739343 606658
104269 100988
210083 202139
142586 105650
589380 584726
493122 432674
3938 3938
126644 95056
98366 94922
990068 935103
125965 125322
87886 87886
26002 25264
230728 208616
3917 3917
152053 152053
129478 94152
313876 286345
137717 125302
1553 1552
183938 124847
457051 364954
1362906 1277021
223852 218212
1095 1089
1772 1772
1271077 1122860
71049 71049
103683 103492
160219 160219
59675 59675
100926 93971
34941 30920
143483 95554
124373 119381
292340 215719
181916 181819
190920 188690
134427 120036
181547 150312
264364 263662
104316 95817
409163 407050
344818 292345
3475 3475
1094 1089
1952723 1934647
258798 248857
124041 87589
238384 238384
127890 127637
1116 1049
72 72
146942 141621
25 25
169992 134940
186504 153364
231487 231487
114437 114437
4192 4192
82667 82667
572135 552564
123796 116963
151421 90357
248673 240554
70968 66439
516643 483084
1063902 960049
89 89
143249 130604
228731 202649
10771 10764
230556 195205
315298 310156
573340 573125
177936 129810
301077 300287
10697 9702
285304 252366
517729 410748
119016 80755
86389 86389
17050 16149
233160 137719
690278 549124
41981 37578
188394 187684
68786 68786
3150 3150
75437 68386
139016 138996
86131 86131
4388 4388
102912 102332
147273 145573
237030 237030
98197 98197
111332 75922
250714 243427
147982 147181
20997 20860
947615 887752
35106 35106
158683 158366
327873 327631
220949 138831
61853 61853
82595 82595
96984 59372
6888 6809
155691 153039
58809 57186
59575 59085
293801 251418
119858 119856
59608 59608
18082 18082
272540 236728
416348 402793
174569 168710
59100 59100
7455 7375
54810 54810
11968 11968
50 50
463175 397507
3141 3141
102642 100724
170551 163755
1113965 1108639
114800 107284
104 104
54704 54704
50 50
18936 18624
778358 680066
45984 45984
157573 128631
171330 148963
375658 365283
630494 575246
358478 348486
44877 40940
276638 260309
113697 113498
89847 89568
128594 84917
584275 396657
579468 569077
78811 73323
207748 175396
87653 87653
131151 124756
19347 18718
152009 147150
526394 519667
137575 137360
19205 17045
166281 163756
44036 44036
231089 222093
86145 86145
9155 9155
430771 382786
209697 207148
104882 91132
1999 1999
104 104
412306 305517
86947 86947
67883 65634
332991 308934
64811 64811
113846 82455
6882 6584
161713 161708
56 56
237745 235811
88329 81597
149321 86680
21992 21992
337986 321251
3572 3572
20780 20776
59158 51565
58793 58462
50003 46725
198415 198355
7845 7348
220961 211855
