1772778 1369821
546851 432441
331123 287668
802986 627493
1110876 979392
342232 285997
1636334 1379763
90719 90719
1867187 1481273
120334 99184
1091884 977682
564509 455388
259063 225558
494466 427689
158834 156131
1283884 1172355
550462 411949
865151 713989
126008 113323
380050 352299
30747 30747
1054535 903636
764418 682824
401497 398040
1560605 1541273
1270056 968066
1295164 1131386
1790170 1481631
1199657 842153
1146253 918901
1088168 984553
2017117 1737330
1162165 1020829
72448 72448
356177 302284
568098 442102
1154022 974686
93270 92853
492065 342911
544455 533082
457576 329815
4754 4723
432352 342608
103032 99090
1209460 1036423
916446 579523
7769 7733
3707253 3142612
1042675 847730
1097993 854976
1362144 1205281
876528 702777
721521 568503
2064324 1810536
471349 420742
1559309 1402892
92327 86754
259089 259089
187149 144481
1630162 1350029
1191749 1025315
572994 472023
563639 421944
643473 479461
1003802 889512
415602 362181
1006631 911206
414928 296767
1106015 777099
3290123 2626079
1419568 1170938
990529 913972
831168 714245
556095 437968
2559207 2222922
1173681 942521
614072 524524
881440 781961
929726 726046
595217 485751
1271565 999766
7021 4723
1226227 903681
404465 404430
424898 394127
1232024 1051205
665252 608097
1748642 1616354
2284625 1781858
706198 695272
67518 67518
568292 444567
383828 379721
1321142 1109714
1362132 1205269
446103 372145
1555675 1285342
1471908 1151482
2017117 1737330
816861 738880
127313 123585
907205 759526
1598851 1313022
206499 202975
668853 516247
2087776 1746704
758712 695820
911212 719914
2807416 2367915
806815 714994
1507079 1382397
1670037 1501989
724105 589202
1741714 1479719
1189451 899191
1532260 1290847
83021 83021
643005 614479
1987001 1605478
1736981 1512187
996735 877924
701528 621452
1183933 1081244
529815 471978
331431 253390
412769 352523
1669668 1451117
334360 272763
243004 163689
1591400 1205782
1706887 1492606
647473 535512
552399 454327
7829 5387
181231 160683
742816 671240
2372709 2111358
1301577 1083823
1062562 1013424
74640 74638
1290294 1130225
1526798 1324221
459867 398695
1426376 1197354
476676 367723
1802 1802
1161835 936603
2068136 1754276
944880 836360
866369 710490
391275 274443
485976 461619
1290444 1034041
1045386 860888
964483 742254
1351328 1141467
949723 807363
766215 641503
743854 591428
357747 333920
1866042 1480182
2010570 1579742
4725 4723
1003802 889512
447943 280622
92753 92750
822762 627853
88679 88260
580020 502292
967420 816687
1944347 1708134
1096010 747139
1133585 987155
499799 359758
929403 908596
344904 234572
789906 719209
652381 584838
502465 449692
1118492 860386
226218 214151
84671 84671
1067177 907482
931074 757300
646786 567422
139311 111790
904725 786089
1333742 1095942
1453737 1330023
646149 560007
2563964 2174199
577364 428328
298103 265433
925508 849602
780360 586574
1103392 902394
1398959 1078197
631869 538669
1340733 1100512
652708 522044
1467398 1199321
2186020 1926780
1721991 1559734
941408 856405
17982 17982
2763 2763
915684 720349
503230 356449
273675 229172
1284935 1008283
492122 433099
1013972 831932
701571 610261
285387 244179
1178670 903798
825619 668123
969001 952069
2202 2202
1118434 961566
739317 629137
1555634 1184986
197625 180736
215655 215655
658462 498254
205993 188444
44208 42771
1477200 1338503
689465 585468
1054538 995432
616946 451080
1427617 1153511
1256716 1004398
757782 638372
334011 246994
132707 128770
378000 268874
593539 394069
353244 287589
1002655 730249
916909 767073
1978027 1602334
380315 345591
695510 617926
1306294 1188020
276819 209502
1169803 1014827
1339488 1201011
690731 559582
912127 712831
220547 213655
64017 64017
476676 372210
1078307 882115
1682853 1470490
1734077 1438825
393481 356141
