1434295 1003716
1162280 840711
998870 787104
1187112 810753
1136486 785208
697866 480912
918994 654026
1139736 924120
999861 840753
1081941 763434
887486 702727
1010216 700412
1321594 975561
992686 567240
815618 580551
974805 596178
1254658 855424
1011495 554740
896270 559961
1193703 993879
1433983 931010
1012592 802199
911391 669750
893254 584428
1239562 907518
1091194 793884
1070196 720461
1248804 902355
1617141 1238471
1418795 1065709
1017430 820637
1099376 906426
976741 738667
1225768 937629
1263865 841828
1374932 833533
1418293 1041863
1279022 1052552
1111479 840508
1107260 938880
1001858 810584
1105037 897572
1243543 935235
1337266 950678
1033252 726600
829478 555354
1039511 765616
1094950 824147
1155975 779982
1338390 951200
1212155 832546
1178911 833025
1256216 907393
1410095 876551
1227783 882433
1126576 872177
1183300 771832
944891 718011
847448 685551
1322580 1039825
1002362 726056
887780 681072
1030336 681044
1042639 755247
755559 570998
1406870 949584
960770 703543
1078730 836954
1232273 926657
1012582 826718
1359717 880362
1344139 1071937
1204336 894463
1299966 866376
1127949 708955
1019912 657602
845488 793482
1156252 819340
930399 616778
1264231 1034168
1219162 750901
1382657 1042235
1139787 793728
957935 800071
999700 625589
1201814 843607
927620 709560
992100 845577
972568 801900
1192231 930432
871267 672609
955199 749271
984264 709392
1135140 623566
1102948 757672
860302 578965
1182794 852326
1055076 829674
919859 561104
1158303 899315
897841 658357
1239253 913000
1254425 889290
1051054 836970
919069 670780
1192858 900072
1090180 711649
1146582 860094
1118495 770448
1402237 1060193
1137516 788390
1191511 946689
1054931 767879
843249 628547
1378919 1097403
812536 660019
1230909 794489
983765 772310
1030813 831499
1062801 765837
1129372 730053
1134773 807450
1030680 752151
1079396 886832
1130056 869384
697125 504989
1072733 780622
1006373 664708
1068440 793371
902105 727190
1289259 925998
1093380 768916
1055349 651384
930982 751121
1239696 918464
922520 609328
1331343 849766
1004277 697840
1067767 668418
857613 673588
1070064 757812
1012275 805980
1250837 911721
992622 757043
1134241 935536
909853 705181
1163294 819856
1210874 905762
867472 688238
1022468 723867
1181310 909213
1343412 981553
995880 661354
1072973 881286
877511 605788
1025434 711897
906386 675611
1533977 1147863
880464 681764
1002734 710129
1241631 957107
1018978 753833
926793 595465
951524 746896
1290440 989132
1037613 772399
1052606 724064
669701 478466
1068831 842534
1197271 900129
831722 616729
1030677 605838
1309861 844630
1044603 734218
1220293 822443
800291 628730
953163 683065
980446 685889
1307264 978761
1018589 646349
1032485 664485
670282 453721
1057328 841474
1001530 785368
678973 488007
1134354 796847
766136 552379
1134634 820631
1193841 870378
1203963 835785
1031637 810449
1150313 781771
933272 759354
1094384 795663
1018002 698345
1156146 794159
1394660 1129354
1415795 999031
1213304 884078
946084 724472
1015322 816518
726518 577347
989160 697097
1473892 1026065
1103798 680933
1102221 776908
978764 691912
1451565 994049
963174 710537
767339 547026
917764 747360
1272861 884840
1035671 737244
1337912 906495
1166616 731610
1373114 1026689
1298256 1015255
1064872 693905
1476379 942536
1019811 670081
1427646 1098969
1380591 1065135
995260 694213
660118 400203
1145321 840607
1030908 810558
846536 648823
1192113 822242
997910 723092
789462 539752
943676 712357
1047575 759194
962943 685009
1155024 934782
1498563 1016002
846548 588204
874124 624773
1142513 782038
1104175 931890
1270429 981266
958423 737647
660284 405715
802946 582426
1452593 1057722
1321024 885255
784337 651389
849216 627183
1191332 860612
1174147 785214
821274 524767
1180789 897393
1002634 772303
1306860 1031839
777063 549167
694347 538346
1214890 941751
1208374 899375
1130397 791191
1075801 584613
1301227 851265
847374 641826
884760 671998
1306345 936996
1153032 813103
796036 531927
641806 526434
898494 704085
890147 768533
1010727 747047
782340 547382
956060 677215
1111648 829842
993224 696414
1178300 887586
1046357 719240
1026831 718821
1250920 766718
977195 640706
1286011 893090
1391768 1086986
1013159 724612
1092108 766515
